year,state,month,number,date
1998,PE,Mar�o,0,1998-01-01
1999,PE,Mar�o,27,1999-01-01
2000,PE,Mar�o,14,2000-01-01
2001,PE,Mar�o,0,2001-01-01
2002,PE,Mar�o,24,2002-01-01
2003,PE,Mar�o,9,2003-01-01
2004,PE,Mar�o,6,2004-01-01
2005,PE,Mar�o,45,2005-01-01
2006,PE,Mar�o,18,2006-01-01
2007,PE,Mar�o,4,2007-01-01
2008,PE,Mar�o,32,2008-01-01
2009,PE,Mar�o,15,2009-01-01
2010,PE,Mar�o,59,2010-01-01
2011,PE,Mar�o,39,2011-01-01
2012,PE,Mar�o,44,2012-01-01
2013,PE,Mar�o,40,2013-01-01
2014,PE,Mar�o,36,2014-01-01
2015,PE,Mar�o,33,2015-01-01
2016,PE,Mar�o,4,2016-01-01
2017,PE,Mar�o,7,2017-01-01
1998,PE,Abril,0,1998-01-01
1999,PE,Abril,2,1999-01-01
2000,PE,Abril,1,2000-01-01
2001,PE,Abril,2,2001-01-01
2002,PE,Abril,5,2002-01-01
2003,PE,Abril,7,2003-01-01
2004,PE,Abril,5,2004-01-01
2005,PE,Abril,1,2005-01-01
2006,PE,Abril,2,2006-01-01
2007,PE,Abril,1,2007-01-01
2008,PE,Abril,5,2008-01-01
2009,PE,Abril,3,2009-01-01
2010,PE,Abril,2,2010-01-01
2011,PE,Abril,22,2011-01-01
2012,PE,Abril,46,2012-01-01
2013,PE,Abril,11,2013-01-01
2014,PE,Abril,10,2014-01-01
2015,PE,Abril,30,2015-01-01
2016,PE,Abril,8,2016-01-01
2017,PE,Abril,9,2017-01-01
1998,PE,Maio,0,1998-01-01
1999,PE,Maio,6,1999-01-01
2000,PE,Maio,7,2000-01-01
2001,PE,Maio,5,2001-01-01
2002,PE,Maio,13,2002-01-01
2003,PE,Maio,1,2003-01-01
2004,PE,Maio,2,2004-01-01
2005,PE,Maio,1,2005-01-01
2006,PE,Maio,1,2006-01-01
2007,PE,Maio,0,2007-01-01
2008,PE,Maio,0,2008-01-01
2009,PE,Maio,0,2009-01-01
2010,PE,Maio,8,2010-01-01
2011,PE,Maio,1,2011-01-01
2012,PE,Maio,36,2012-01-01
2013,PE,Maio,9,2013-01-01
2014,PE,Maio,4,2014-01-01
2015,PE,Maio,17,2015-01-01
2016,PE,Maio,6,2016-01-01
2017,PE,Maio,13,2017-01-01
1998,PE,Junho,1,1998-01-01
1999,PE,Junho,7,1999-01-01
2000,PE,Junho,4,2000-01-01
2001,PE,Junho,2,2001-01-01
2002,PE,Junho,1,2002-01-01
2003,PE,Junho,2,2003-01-01
2004,PE,Junho,4,2004-01-01
2005,PE,Junho,3,2005-01-01
2006,PE,Junho,0,2006-01-01
2007,PE,Junho,1,2007-01-01
2008,PE,Junho,0,2008-01-01
2009,PE,Junho,1,2009-01-01
2010,PE,Junho,1,2010-01-01
2011,PE,Junho,4,2011-01-01
2012,PE,Junho,12,2012-01-01
2013,PE,Junho,12,2013-01-01
2014,PE,Junho,3,2014-01-01
2015,PE,Junho,3,2015-01-01
2016,PE,Junho,4,2016-01-01
2017,PE,Junho,5,2017-01-01
1998,PE,Julho,5,1998-01-01
1999,PE,Julho,2,1999-01-01
2000,PE,Julho,0,2000-01-01
2001,PE,Julho,6,2001-01-01
2002,PE,Julho,8,2002-01-01
2003,PE,Julho,5,2003-01-01
2004,PE,Julho,13,2004-01-01
2005,PE,Julho,1,2005-01-01
2006,PE,Julho,1,2006-01-01
2007,PE,Julho,3,2007-01-01
2008,PE,Julho,0,2008-01-01
2009,PE,Julho,1,2009-01-01
2010,PE,Julho,7,2010-01-01
2011,PE,Julho,2,2011-01-01
2012,PE,Julho,11,2012-01-01
2013,PE,Julho,4,2013-01-01
2014,PE,Julho,11,2014-01-01
2015,PE,Julho,13,2015-01-01
2016,PE,Julho,17,2016-01-01
2017,PE,Julho,2,2017-01-01
1998,PE,Agosto,12,1998-01-01
1999,PE,Agosto,3,1999-01-01
2000,PE,Agosto,31,2000-01-01
2001,PE,Agosto,27,2001-01-01
2002,PE,Agosto,37,2002-01-01
2003,PE,Agosto,26,2003-01-01
2004,PE,Agosto,41,2004-01-01
2005,PE,Agosto,10,2005-01-01
2006,PE,Agosto,8,2006-01-01
2007,PE,Agosto,20,2007-01-01
2008,PE,Agosto,2,2008-01-01
2009,PE,Agosto,10,2009-01-01
2010,PE,Agosto,29,2010-01-01
2011,PE,Agosto,27,2011-01-01
2012,PE,Agosto,27,2012-01-01
2013,PE,Agosto,14,2013-01-01
2014,PE,Agosto,23,2014-01-01
2015,PE,Agosto,21,2015-01-01
2016,PE,Agosto,42,2016-01-01
2017,PE,Agosto,20,2017-01-01
1998,PE,Setembro,177,1998-01-01
1999,PE,Setembro,64,1999-01-01
2000,PE,Setembro,130,2000-01-01
2001,PE,Setembro,298,2001-01-01
2002,PE,Setembro,374,2002-01-01
2003,PE,Setembro,510,2003-01-01
2004,PE,Setembro,192,2004-01-01
2005,PE,Setembro,154,2005-01-01
2006,PE,Setembro,147,2006-01-01
2007,PE,Setembro,164,2007-01-01
2008,PE,Setembro,92,2008-01-01
2009,PE,Setembro,164,2009-01-01
2010,PE,Setembro,179,2010-01-01
2011,PE,Setembro,243,2011-01-01
2012,PE,Setembro,192,2012-01-01
2013,PE,Setembro,143,2013-01-01
2014,PE,Setembro,63,2014-01-01
2015,PE,Setembro,116,2015-01-01
2016,PE,Setembro,171,2016-01-01
2017,PE,Setembro,69,2017-01-01
1998,PE,Outubro,372,1998-01-01
1999,PE,Outubro,180,1999-01-01
2000,PE,Outubro,411,2000-01-01
2001,PE,Outubro,461,2001-01-01
2002,PE,Outubro,638,2002-01-01
2003,PE,Outubro,859,2003-01-01
2004,PE,Outubro,545,2004-01-01
2005,PE,Outubro,408,2005-01-01
2006,PE,Outubro,310,2006-01-01
2007,PE,Outubro,702,2007-01-01
2008,PE,Outubro,274,2008-01-01
2009,PE,Outubro,254,2009-01-01
2010,PE,Outubro,347,2010-01-01
2011,PE,Outubro,461,2011-01-01
2012,PE,Outubro,222,2012-01-01
2013,PE,Outubro,161,2013-01-01
2014,PE,Outubro,174,2014-01-01
2015,PE,Outubro,194,2015-01-01
2016,PE,Outubro,319,2016-01-01
2017,PE,Outubro,256,2017-01-01
1998,PE,Novembro,141,1998-01-01
1999,PE,Novembro,41,1999-01-01
2000,PE,Novembro,64,2000-01-01
2001,PE,Novembro,208,2001-01-01
2002,PE,Novembro,521,2002-01-01
2003,PE,Novembro,560,2003-01-01
2004,PE,Novembro,465,2004-01-01
2005,PE,Novembro,452,2005-01-01
2006,PE,Novembro,385,2006-01-01
2007,PE,Novembro,359,2007-01-01
2008,PE,Novembro,363,2008-01-01
2009,PE,Novembro,486,2009-01-01
2010,PE,Novembro,831,2010-01-01
2011,PE,Novembro,352,2011-01-01
2012,PE,Novembro,181,2012-01-01
2013,PE,Novembro,110,2013-01-01
2014,PE,Novembro,111,2014-01-01
2015,PE,Novembro,315,2015-01-01
2016,PE,Novembro,191,2016-01-01
2017,PE,Novembro,66,2017-01-01
1998,PE,Dezembro,59,1998-01-01
1999,PE,Dezembro,16,1999-01-01
2000,PE,Dezembro,22,2000-01-01
2001,PE,Dezembro,62,2001-01-01
2002,PE,Dezembro,259,2002-01-01
2003,PE,Dezembro,229,2003-01-01
2004,PE,Dezembro,373,2004-01-01
2005,PE,Dezembro,191,2005-01-01
2006,PE,Dezembro,207,2006-01-01
2007,PE,Dezembro,200,2007-01-01
2008,PE,Dezembro,203,2008-01-01
2009,PE,Dezembro,351,2009-01-01
2010,PE,Dezembro,117,2010-01-01
2011,PE,Dezembro,364,2011-01-01
2012,PE,Dezembro,108,2012-01-01
2013,PE,Dezembro,141,2013-01-01
2014,PE,Dezembro,101,2014-01-01
2015,PE,Dezembro,176,2015-01-01
2016,PE,Dezembro,161,2016-01-01
1998,PI,Janeiro,0,1998-01-01
1999,PI,Janeiro,21,1999-01-01
2000,PI,Janeiro,5,2000-01-01
2001,PI,Janeiro,29,2001-01-01
2002,PI,Janeiro,33,2002-01-01
2003,PI,Janeiro,86,2003-01-01
2004,PI,Janeiro,42,2004-01-01
2005,PI,Janeiro,94,2005-01-01
2006,PI,Janeiro,133,2006-01-01
2007,PI,Janeiro,123,2007-01-01
2008,PI,Janeiro,61,2008-01-01
2009,PI,Janeiro,79,2009-01-01
2010,PI,Janeiro,99,2010-01-01
2011,PI,Janeiro,39,2011-01-01
2012,PI,Janeiro,80,2012-01-01
2013,PI,Janeiro,72,2013-01-01
2014,PI,Janeiro,79,2014-01-01
2015,PI,Janeiro,92,2015-01-01
2016,PI,Janeiro,94,2016-01-01
2017,PI,Janeiro,85,2017-01-01
1998,PI,Fevereiro,0,1998-01-01
1999,PI,Fevereiro,22,1999-01-01
2000,PI,Fevereiro,12,2000-01-01
2001,PI,Fevereiro,0,2001-01-01
2002,PI,Fevereiro,160,2002-01-01
2003,PI,Fevereiro,3,2003-01-01
2004,PI,Fevereiro,20,2004-01-01
2005,PI,Fevereiro,26,2005-01-01
2006,PI,Fevereiro,23,2006-01-01
2007,PI,Fevereiro,11,2007-01-01
2008,PI,Fevereiro,21,2008-01-01
2009,PI,Fevereiro,19,2009-01-01
2010,PI,Fevereiro,54,2010-01-01
2011,PI,Fevereiro,11,2011-01-01
2012,PI,Fevereiro,31,2012-01-01
2013,PI,Fevereiro,68,2013-01-01
2014,PI,Fevereiro,14,2014-01-01
2015,PI,Fevereiro,38,2015-01-01
2016,PI,Fevereiro,97,2016-01-01
2017,PI,Fevereiro,24,2017-01-01
1998,PI,Mar�o,0,1998-01-01
1999,PI,Mar�o,4,1999-01-01
2000,PI,Mar�o,14,2000-01-01
2001,PI,Mar�o,2,2001-01-01
2002,PI,Mar�o,63,2002-01-01
2003,PI,Mar�o,15,2003-01-01
2004,PI,Mar�o,27,2004-01-01
2005,PI,Mar�o,13,2005-01-01
2006,PI,Mar�o,18,2006-01-01
2007,PI,Mar�o,31,2007-01-01
2008,PI,Mar�o,4,2008-01-01
2009,PI,Mar�o,17,2009-01-01
2010,PI,Mar�o,47,2010-01-01
2011,PI,Mar�o,15,2011-01-01
2012,PI,Mar�o,71,2012-01-01
2013,PI,Mar�o,14,2013-01-01
2014,PI,Mar�o,88,2014-01-01
2015,PI,Mar�o,35,2015-01-01
2016,PI,Mar�o,53,2016-01-01
2017,PI,Mar�o,25,2017-01-01
1998,PI,Abril,0,1998-01-01
1999,PI,Abril,10,1999-01-01
2000,PI,Abril,15,2000-01-01
2001,PI,Abril,1,2001-01-01
2002,PI,Abril,87,2002-01-01
2003,PI,Abril,22,2003-01-01
2004,PI,Abril,10,2004-01-01
2005,PI,Abril,3,2005-01-01
2006,PI,Abril,1,2006-01-01
2007,PI,Abril,9,2007-01-01
2008,PI,Abril,7,2008-01-01
2009,PI,Abril,8,2009-01-01
2010,PI,Abril,56,2010-01-01
2011,PI,Abril,16,2011-01-01
2012,PI,Abril,119,2012-01-01
2013,PI,Abril,34,2013-01-01
2014,PI,Abril,63,2014-01-01
2015,PI,Abril,50,2015-01-01
2016,PI,Abril,35,2016-01-01
2017,PI,Abril,25,2017-01-01
1998,PI,Maio,0,1998-01-01
1999,PI,Maio,8,1999-01-01
2000,PI,Maio,25,2000-01-01
2001,PI,Maio,36,2001-01-01
2002,PI,Maio,84,2002-01-01
2003,PI,Maio,13,2003-01-01
2004,PI,Maio,80,2004-01-01
2005,PI,Maio,22,2005-01-01
2006,PI,Maio,0,2006-01-01
2007,PI,Maio,52,2007-01-01
2008,PI,Maio,12,2008-01-01
2009,PI,Maio,12,2009-01-01
2010,PI,Maio,231,2010-01-01
2011,PI,Maio,77,2011-01-01
2012,PI,Maio,334,2012-01-01
2013,PI,Maio,40,2013-01-01
2014,PI,Maio,138,2014-01-01
2015,PI,Maio,66,2015-01-01
2016,PI,Maio,60,2016-01-01
2017,PI,Maio,36,2017-01-01
1998,PI,Junho,46,1998-01-01
1999,PI,Junho,47,1999-01-01
2000,PI,Junho,18,2000-01-01
2001,PI,Junho,87,2001-01-01
2002,PI,Junho,161,2002-01-01
2003,PI,Junho,88,2003-01-01
2004,PI,Junho,239,2004-01-01
2005,PI,Junho,171,2005-01-01
2006,PI,Junho,40,2006-01-01
2007,PI,Junho,303,2007-01-01
2008,PI,Junho,33,2008-01-01
2009,PI,Junho,56,2009-01-01
2010,PI,Junho,208,2010-01-01
2011,PI,Junho,462,2011-01-01
2012,PI,Junho,834,2012-01-01
2013,PI,Junho,263,2013-01-01
2014,PI,Junho,373,2014-01-01
2015,PI,Junho,283,2015-01-01
2016,PI,Junho,153,2016-01-01
2017,PI,Junho,193,2017-01-01
1998,PI,Julho,189,1998-01-01
1999,PI,Julho,123,1999-01-01
2000,PI,Julho,75,2000-01-01
2001,PI,Julho,337,2001-01-01
2002,PI,Julho,534,2002-01-01
2003,PI,Julho,407,2003-01-01
2004,PI,Julho,564,2004-01-01
2005,PI,Julho,445,2005-01-01
2006,PI,Julho,150,2006-01-01
2007,PI,Julho,919,2007-01-01
2008,PI,Julho,97,2008-01-01
2009,PI,Julho,302,2009-01-01
2010,PI,Julho,1696,2010-01-01
2011,PI,Julho,864,2011-01-01
2012,PI,Julho,1755,2012-01-01
2013,PI,Julho,361,2013-01-01
2014,PI,Julho,1177,2014-01-01
2015,PI,Julho,690,2015-01-01
2016,PI,Julho,754,2016-01-01
2017,PI,Julho,643,2017-01-01
1998,PI,Agosto,711,1998-01-01
1999,PI,Agosto,499,1999-01-01
2000,PI,Agosto,415,2000-01-01
2001,PI,Agosto,1133,2001-01-01
2002,PI,Agosto,228,2002-01-01
2003,PI,Agosto,864,2003-01-01
2004,PI,Agosto,1002,2004-01-01
2005,PI,Agosto,943,2005-01-01
2006,PI,Agosto,911,2006-01-01
2007,PI,Agosto,3551,2007-01-01
2008,PI,Agosto,290,2008-01-01
2009,PI,Agosto,790,2009-01-01
2010,PI,Agosto,4035,2010-01-01
2011,PI,Agosto,1958,2011-01-01
2012,PI,Agosto,3614,2012-01-01
2013,PI,Agosto,1015,2013-01-01
2014,PI,Agosto,2265,2014-01-01
2015,PI,Agosto,2057,2015-01-01
2016,PI,Agosto,1647,2016-01-01
2017,PI,Agosto,1572,2017-01-01
1998,PI,Setembro,1991,1998-01-01
1999,PI,Setembro,872,1999-01-01
2000,PI,Setembro,1099,2000-01-01
2001,PI,Setembro,2401,2001-01-01
2002,PI,Setembro,2475,2002-01-01
2003,PI,Setembro,3399,2003-01-01
2004,PI,Setembro,2662,2004-01-01
2005,PI,Setembro,3136,2005-01-01
2006,PI,Setembro,1618,2006-01-01
2007,PI,Setembro,4078,2007-01-01
2008,PI,Setembro,1472,2008-01-01
2009,PI,Setembro,1709,2009-01-01
2010,PI,Setembro,5392,2010-01-01
2011,PI,Setembro,4402,2011-01-01
2012,PI,Setembro,4479,2012-01-01
2013,PI,Setembro,2311,2013-01-01
2014,PI,Setembro,2536,2014-01-01
2015,PI,Setembro,5828,2015-01-01
2016,PI,Setembro,1394,2016-01-01
2017,PI,Setembro,3422,2017-01-01
1998,PI,Outubro,2586,1998-01-01
1999,PI,Outubro,1438,1999-01-01
2000,PI,Outubro,2558,2000-01-01
2001,PI,Outubro,3742,2001-01-01
2002,PI,Outubro,2757,2002-01-01
2003,PI,Outubro,2332,2003-01-01
2004,PI,Outubro,2144,2004-01-01
2005,PI,Outubro,3263,2005-01-01
2006,PI,Outubro,1443,2006-01-01
2007,PI,Outubro,2331,2007-01-01
2008,PI,Outubro,183,2008-01-01
2009,PI,Outubro,913,2009-01-01
2010,PI,Outubro,3863,2010-01-01
2011,PI,Outubro,1484,2011-01-01
2012,PI,Outubro,2506,2012-01-01
2013,PI,Outubro,1269,2013-01-01
2014,PI,Outubro,1788,2014-01-01
2015,PI,Outubro,4068,2015-01-01
2016,PI,Outubro,2598,2016-01-01
2017,PI,Outubro,3004,2017-01-01
1998,PI,Novembro,424,1998-01-01
1999,PI,Novembro,334,1999-01-01
2000,PI,Novembro,450,2000-01-01
2001,PI,Novembro,1484,2001-01-01
2002,PI,Novembro,1174,2002-01-01
2003,PI,Novembro,1248,2003-01-01
2004,PI,Novembro,1798,2004-01-01
2005,PI,Novembro,1599,2005-01-01
2006,PI,Novembro,740,2006-01-01
2007,PI,Novembro,939,2007-01-01
2008,PI,Novembro,594,2008-01-01
2009,PI,Novembro,1336,2009-01-01
2010,PI,Novembro,1417,2010-01-01
2011,PI,Novembro,825,2011-01-01
2012,PI,Novembro,447,2012-01-01
2013,PI,Novembro,640,2013-01-01
2014,PI,Novembro,717,2014-01-01
2015,PI,Novembro,897,2015-01-01
2016,PI,Novembro,1126,2016-01-01
2017,PI,Novembro,449,2017-01-01
1998,PI,Dezembro,119,1998-01-01
1999,PI,Dezembro,74,1999-01-01
2000,PI,Dezembro,79,2000-01-01
2001,PI,Dezembro,230,2001-01-01
2002,PI,Dezembro,373,2002-01-01
2003,PI,Dezembro,459,2003-01-01
2004,PI,Dezembro,788,2004-01-01
2005,PI,Dezembro,486,2005-01-01
2006,PI,Dezembro,339,2006-01-01
2007,PI,Dezembro,317,2007-01-01
2008,PI,Dezembro,329,2008-01-01
2009,PI,Dezembro,570,2009-01-01
2010,PI,Dezembro,357,2010-01-01
2011,PI,Dezembro,362,2011-01-01
2012,PI,Dezembro,334,2012-01-01
2013,PI,Dezembro,468,2013-01-01
2014,PI,Dezembro,346,2014-01-01
2015,PI,Dezembro,626,2015-01-01
2016,PI,Dezembro,374,2016-01-01
1998,RJ,Janeiro,0,1998-01-01
1999,RJ,Janeiro,0,1999-01-01
2000,RJ,Janeiro,0,2000-01-01
2001,RJ,Janeiro,0,2001-01-01
2002,RJ,Janeiro,0,2002-01-01
2003,RJ,Janeiro,0,2003-01-01
2004,RJ,Janeiro,1,2004-01-01
2005,RJ,Janeiro,5,2005-01-01
2006,RJ,Janeiro,12,2006-01-01
2007,RJ,Janeiro,0,2007-01-01
2008,RJ,Janeiro,1,2008-01-01
2009,RJ,Janeiro,3,2009-01-01
2010,RJ,Janeiro,13,2010-01-01
2011,RJ,Janeiro,10,2011-01-01
2012,RJ,Janeiro,12,2012-01-01
2013,RJ,Janeiro,9,2013-01-01
2014,RJ,Janeiro,35,2014-01-01
2015,RJ,Janeiro,97,2015-01-01
2016,RJ,Janeiro,9,2016-01-01
2017,RJ,Janeiro,15,2017-01-01
1998,RJ,Fevereiro,0,1998-01-01
1999,RJ,Fevereiro,0,1999-01-01
2000,RJ,Fevereiro,1,2000-01-01
2001,RJ,Fevereiro,3,2001-01-01
2002,RJ,Fevereiro,1,2002-01-01
2003,RJ,Fevereiro,10,2003-01-01
2004,RJ,Fevereiro,8,2004-01-01
2005,RJ,Fevereiro,4,2005-01-01
2006,RJ,Fevereiro,7,2006-01-01
2007,RJ,Fevereiro,15,2007-01-01
2008,RJ,Fevereiro,2,2008-01-01
2009,RJ,Fevereiro,5,2009-01-01
2010,RJ,Fevereiro,73,2010-01-01
2011,RJ,Fevereiro,36,2011-01-01
2012,RJ,Fevereiro,11,2012-01-01
2013,RJ,Fevereiro,12,2013-01-01
2014,RJ,Fevereiro,116,2014-01-01
2015,RJ,Fevereiro,36,2015-01-01
2016,RJ,Fevereiro,16,2016-01-01
2017,RJ,Fevereiro,34,2017-01-01
1998,RJ,Mar�o,0,1998-01-01
1999,RJ,Mar�o,0,1999-01-01
2000,RJ,Mar�o,0,2000-01-01
2001,RJ,Mar�o,0,2001-01-01
2002,RJ,Mar�o,1,2002-01-01
2003,RJ,Mar�o,23,2003-01-01
2004,RJ,Mar�o,4,2004-01-01
2005,RJ,Mar�o,7,2005-01-01
2006,RJ,Mar�o,8,2006-01-01
2007,RJ,Mar�o,27,2007-01-01
2008,RJ,Mar�o,2,2008-01-01
2009,RJ,Mar�o,5,2009-01-01
2010,RJ,Mar�o,10,2010-01-01
2011,RJ,Mar�o,7,2011-01-01
2012,RJ,Mar�o,20,2012-01-01
2013,RJ,Mar�o,9,2013-01-01
2014,RJ,Mar�o,38,2014-01-01
2015,RJ,Mar�o,23,2015-01-01
2016,RJ,Mar�o,16,2016-01-01
2017,RJ,Mar�o,10,2017-01-01
1998,RJ,Abril,0,1998-01-01
1999,RJ,Abril,1,1999-01-01
2000,RJ,Abril,2,2000-01-01
2001,RJ,Abril,2,2001-01-01
2002,RJ,Abril,8,2002-01-01
2003,RJ,Abril,11,2003-01-01
2004,RJ,Abril,3,2004-01-01
2005,RJ,Abril,1,2005-01-01
2006,RJ,Abril,8,2006-01-01
2007,RJ,Abril,9,2007-01-01
2008,RJ,Abril,2,2008-01-01
2009,RJ,Abril,1,2009-01-01
2010,RJ,Abril,10,2010-01-01
2011,RJ,Abril,12,2011-01-01
2012,RJ,Abril,12,2012-01-01
2013,RJ,Abril,9,2013-01-01
2014,RJ,Abril,25,2014-01-01
2015,RJ,Abril,24,2015-01-01
2016,RJ,Abril,45,2016-01-01
2017,RJ,Abril,12,2017-01-01
1998,RJ,Maio,0,1998-01-01
1999,RJ,Maio,7,1999-01-01
2000,RJ,Maio,5,2000-01-01
2001,RJ,Maio,4,2001-01-01
2002,RJ,Maio,4,2002-01-01
2003,RJ,Maio,1,2003-01-01
2004,RJ,Maio,0,2004-01-01
2005,RJ,Maio,11,2005-01-01
2006,RJ,Maio,4,2006-01-01
2007,RJ,Maio,2,2007-01-01
2008,RJ,Maio,0,2008-01-01
2009,RJ,Maio,37,2009-01-01
2010,RJ,Maio,6,2010-01-01
2011,RJ,Maio,17,2011-01-01
2012,RJ,Maio,18,2012-01-01
2013,RJ,Maio,16,2013-01-01
2014,RJ,Maio,20,2014-01-01
2015,RJ,Maio,21,2015-01-01
2016,RJ,Maio,30,2016-01-01
2017,RJ,Maio,15,2017-01-01
1998,RJ,Junho,3,1998-01-01
1999,RJ,Junho,8,1999-01-01
2000,RJ,Junho,14,2000-01-01
2001,RJ,Junho,13,2001-01-01
2002,RJ,Junho,13,2002-01-01
2003,RJ,Junho,13,2003-01-01
2004,RJ,Junho,19,2004-01-01
2005,RJ,Junho,16,2005-01-01
2006,RJ,Junho,19,2006-01-01
2007,RJ,Junho,3,2007-01-01
2008,RJ,Junho,4,2008-01-01
2009,RJ,Junho,33,2009-01-01
2010,RJ,Junho,7,2010-01-01
2011,RJ,Junho,33,2011-01-01
2012,RJ,Junho,14,2012-01-01
2013,RJ,Junho,17,2013-01-01
2014,RJ,Junho,54,2014-01-01
2015,RJ,Junho,33,2015-01-01
2016,RJ,Junho,37,2016-01-01
2017,RJ,Junho,68,2017-01-01
1998,RJ,Julho,21,1998-01-01
1999,RJ,Julho,14,1999-01-01
2000,RJ,Julho,22,2000-01-01
2001,RJ,Julho,57,2001-01-01
2002,RJ,Julho,17,2002-01-01
2003,RJ,Julho,42,2003-01-01
2004,RJ,Julho,23,2004-01-01
2005,RJ,Julho,20,2005-01-01
2006,RJ,Julho,54,2006-01-01
2007,RJ,Julho,15,2007-01-01
2008,RJ,Julho,14,2008-01-01
2009,RJ,Julho,56,2009-01-01
2010,RJ,Julho,55,2010-01-01
2011,RJ,Julho,121,2011-01-01
2012,RJ,Julho,50,2012-01-01
2013,RJ,Julho,58,2013-01-01
2014,RJ,Julho,62,2014-01-01
2015,RJ,Julho,74,2015-01-01
2016,RJ,Julho,131,2016-01-01
2017,RJ,Julho,70,2017-01-01
1998,RJ,Agosto,21,1998-01-01
1999,RJ,Agosto,88,1999-01-01
2000,RJ,Agosto,34,2000-01-01
2001,RJ,Agosto,129,2001-01-01
2002,RJ,Agosto,184,2002-01-01
2003,RJ,Agosto,191,2003-01-01
2004,RJ,Agosto,74,2004-01-01
2005,RJ,Agosto,98,2005-01-01
2006,RJ,Agosto,79,2006-01-01
2007,RJ,Agosto,189,2007-01-01
2008,RJ,Agosto,19,2008-01-01
2009,RJ,Agosto,91,2009-01-01
2010,RJ,Agosto,316,2010-01-01
2011,RJ,Agosto,250,2011-01-01
2012,RJ,Agosto,72,2012-01-01
2013,RJ,Agosto,74,2013-01-01
2014,RJ,Agosto,199,2014-01-01
2015,RJ,Agosto,158,2015-01-01
2016,RJ,Agosto,241,2016-01-01
2017,RJ,Agosto,164,2017-01-01
1998,RJ,Setembro,44,1998-01-01
1999,RJ,Setembro,192,1999-01-01
2000,RJ,Setembro,16,2000-01-01
2001,RJ,Setembro,60,2001-01-01
2002,RJ,Setembro,45,2002-01-01
2003,RJ,Setembro,166,2003-01-01
2004,RJ,Setembro,205,2004-01-01
2005,RJ,Setembro,46,2005-01-01
2006,RJ,Setembro,197,2006-01-01
2007,RJ,Setembro,223,2007-01-01
2008,RJ,Setembro,132,2008-01-01
2009,RJ,Setembro,90,2009-01-01
2010,RJ,Setembro,353,2010-01-01
2011,RJ,Setembro,510,2011-01-01
2012,RJ,Setembro,172,2012-01-01
2013,RJ,Setembro,117,2013-01-01
2014,RJ,Setembro,318,2014-01-01
2015,RJ,Setembro,85,2015-01-01
2016,RJ,Setembro,195,2016-01-01
2017,RJ,Setembro,728,2017-01-01
1998,RJ,Outubro,6,1998-01-01
1999,RJ,Outubro,30,1999-01-01
2000,RJ,Outubro,25,2000-01-01
2001,RJ,Outubro,33,2001-01-01
2002,RJ,Outubro,313,2002-01-01
2003,RJ,Outubro,81,2003-01-01
2004,RJ,Outubro,26,2004-01-01
2005,RJ,Outubro,116,2005-01-01
2006,RJ,Outubro,12,2006-01-01
2007,RJ,Outubro,137,2007-01-01
2008,RJ,Outubro,42,2008-01-01
2009,RJ,Outubro,18,2009-01-01
2010,RJ,Outubro,35,2010-01-01
2011,RJ,Outubro,114,2011-01-01
2012,RJ,Outubro,163,2012-01-01
2013,RJ,Outubro,44,2013-01-01
2014,RJ,Outubro,500,2014-01-01
2015,RJ,Outubro,96,2015-01-01
2016,RJ,Outubro,30,2016-01-01
2017,RJ,Outubro,238,2017-01-01
1998,RJ,Novembro,6,1998-01-01
1999,RJ,Novembro,16,1999-01-01
2000,RJ,Novembro,2,2000-01-01
2001,RJ,Novembro,4,2001-01-01
2002,RJ,Novembro,11,2002-01-01
2003,RJ,Novembro,5,2003-01-01
2004,RJ,Novembro,49,2004-01-01
2005,RJ,Novembro,12,2005-01-01
2006,RJ,Novembro,1,2006-01-01
2007,RJ,Novembro,1,2007-01-01
2008,RJ,Novembro,0,2008-01-01
2009,RJ,Novembro,27,2009-01-01
2010,RJ,Novembro,23,2010-01-01
2011,RJ,Novembro,20,2011-01-01
2012,RJ,Novembro,13,2012-01-01
2013,RJ,Novembro,28,2013-01-01
2014,RJ,Novembro,36,2014-01-01
2015,RJ,Novembro,6,2015-01-01
2016,RJ,Novembro,19,2016-01-01
2017,RJ,Novembro,43,2017-01-01
1998,RJ,Dezembro,1,1998-01-01
1999,RJ,Dezembro,0,1999-01-01
2000,RJ,Dezembro,0,2000-01-01
2001,RJ,Dezembro,2,2001-01-01
2002,RJ,Dezembro,8,2002-01-01
2003,RJ,Dezembro,10,2003-01-01
2004,RJ,Dezembro,9,2004-01-01
2005,RJ,Dezembro,2,2005-01-01
2006,RJ,Dezembro,0,2006-01-01
2007,RJ,Dezembro,0,2007-01-01
2008,RJ,Dezembro,6,2008-01-01
2009,RJ,Dezembro,1,2009-01-01
2010,RJ,Dezembro,10,2010-01-01
2011,RJ,Dezembro,3,2011-01-01
2012,RJ,Dezembro,18,2012-01-01
2013,RJ,Dezembro,12,2013-01-01
2014,RJ,Dezembro,25,2014-01-01
2015,RJ,Dezembro,11,2015-01-01
2016,RJ,Dezembro,5,2016-01-01
1998,RN,Janeiro,0,1998-01-01
1999,RN,Janeiro,32,1999-01-01
2000,RN,Janeiro,1,2000-01-01
2001,RN,Janeiro,2,2001-01-01
2002,RN,Janeiro,4,2002-01-01
2003,RN,Janeiro,113,2003-01-01
2004,RN,Janeiro,44,2004-01-01
